key;shape;fingers;image;chord;chord_long;root;suffix;suffix_long;bass
6696;["9","10","9","9","12","11"];["1","2","1","1","4","3"];jguitar/Dbm7sharp5-Dsharp.png;Dbm7#5/D#;Dbm7#5/D#;Db;m7#5;Minor 7th Sharp 5th;D#
6697;["0","2","2","2","2","0"];["0","4","3","2","1","0"];jguitar/Dbm7sharp5-E.png;Dbm7#5/E;Dbm7#5/E;Db;m7#5;Minor 7th Sharp 5th;E
6698;["x","2","2","2","2","1"];["0","2","2","2","2","1"];jguitar/Dbm7sharp5-F.png;Dbm7#5/F;Dbm7#5/F;Db;m7#5;Minor 7th Sharp 5th;F
6699;["0","2","2","x","2","2"];["0","4","3","0","2","1"];jguitar/Dbm7sharp5-Fsharp.png;Dbm7#5/F#;Dbm7#5/F#;Db;m7#5;Minor 7th Sharp 5th;F#
6700;["0","2","2","x","2","3"];["0","3","2","0","1","4"];jguitar/Dbm7sharp5-G.png;Dbm7#5/G;Dbm7#5/G;Db;m7#5;Minor 7th Sharp 5th;G
6701;["5","2","2","2","2","4"];["4","1","1","1","1","3"];jguitar/Dbm7sharp5-Gsharp.png;Dbm7#5/G#;Dbm7#5/G#;Db;m7#5;Minor 7th Sharp 5th;G#
6702;["4","5","4","6","4","5"];["1","3","1","4","1","2"];jguitar/Dbm7-A.png;Dbm7/A;Dbm7/A;Db;m7;Minor 7th;A
6703;["4","2","4","2","1","x"];["4","2","3","2","1","0"];jguitar/Dbm7-Asharp.png;Dbm7/A#;Dbm7/A#;Db;m7;Minor 7th;A#
6704;["0","2","1","2","2","x"];["0","4","1","3","2","0"];jguitar/Dbm7-B.png;Dbm7/B;Dbm7/B;Db;m7;Minor 7th;B
6705;["4","2","4","2","3","x"];["4","1","3","1","2","0"];jguitar/Dbm7-C.png;Dbm7/C;Dbm7/C;Db;m7;Minor 7th;C
6706;["7","5","6","6","5","x"];["4","1","3","2","1","0"];jguitar/Dbm7-D.png;Dbm7/D;Dbm7/D;Db;m7;Minor 7th;D
6707;["9","9","9","9","11","11"];["1","1","1","1","4","3"];jguitar/Dbm7-Dsharp.png;Dbm7/D#;Dbm7/D#;Db;m7;Minor 7th;D#
6708;["0","2","1","2","2","0"];["0","4","1","3","2","0"];jguitar/Dbm7-E.png;Dbm7/E;Dbm7/E;Db;m7;Minor 7th;E
6709;["x","2","1","2","2","1"];["0","4","1","3","2","1"];jguitar/Dbm7-F.png;Dbm7/F;Dbm7/F;Db;m7;Minor 7th;F
6710;["0","2","x","2","2","2"];["0","4","0","3","2","1"];jguitar/Dbm7-Fsharp.png;Dbm7/F#;Dbm7/F#;Db;m7;Minor 7th;F#
6711;["4","2","4","2","2","3"];["4","1","3","1","1","2"];jguitar/Dbm7-G.png;Dbm7/G;Dbm7/G;Db;m7;Minor 7th;G
6712;["4","5","4","6","4","4"];["1","2","1","3","1","1"];jguitar/Dbm7-Gsharp.png;Dbm7/G#;Dbm7/G#;Db;m7;Minor 7th;G#
6713;["3","2","4","2","4","x"];["2","1","4","1","3","0"];jguitar/Dbm7b5.png;Dbm7b5;Dbm7b5;Db;m7b5;Minor 7th Flat 5th;Db
6714;["x","5","4","5","4","5"];["0","4","1","3","1","2"];jguitar/Dbm7b5-A.png;Dbm7b5/A;Dbm7b5/A;Db;m7b5;Minor 7th Flat 5th;A
6715;["3","2","4","2","1","x"];["3","2","4","2","1","0"];jguitar/Dbm7b5-Asharp.png;Dbm7b5/A#;Dbm7b5/A#;Db;m7b5;Minor 7th Flat 5th;A#
6716;["0","2","0","2","2","x"];["0","3","0","2","1","0"];jguitar/Dbm7b5-B.png;Dbm7b5/B;Dbm7b5/B;Db;m7b5;Minor 7th Flat 5th;B
6717;["3","2","4","2","3","x"];["3","1","4","1","2","0"];jguitar/Dbm7b5-C.png;Dbm7b5/C;Dbm7b5/C;Db;m7b5;Minor 7th Flat 5th;C
6718;["7","5","6","5","5","x"];["3","1","2","1","1","0"];jguitar/Dbm7b5-D.png;Dbm7b5/D;Dbm7b5/D;Db;m7b5;Minor 7th Flat 5th;D
6719;["7","5","6","5","6","x"];["4","1","3","1","2","0"];jguitar/Dbm7b5-Dsharp.png;Dbm7b5/D#;Dbm7b5/D#;Db;m7b5;Minor 7th Flat 5th;D#
6720;["0","2","0","2","2","0"];["0","3","0","2","1","0"];jguitar/Dbm7b5-E.png;Dbm7b5/E;Dbm7b5/E;Db;m7b5;Minor 7th Flat 5th;E
6721;["0","2","0","2","2","1"];["0","4","0","3","2","1"];jguitar/Dbm7b5-F.png;Dbm7b5/F;Dbm7b5/F;Db;m7b5;Minor 7th Flat 5th;F
6722;["0","2","0","2","2","2"];["0","4","0","3","2","1"];jguitar/Dbm7b5-Fsharp.png;Dbm7b5/F#;Dbm7b5/F#;Db;m7b5;Minor 7th Flat 5th;F#
6723;["0","2","0","2","2","3"];["0","3","0","2","1","4"];jguitar/Dbm7b5-G.png;Dbm7b5/G;Dbm7b5/G;Db;m7b5;Minor 7th Flat 5th;G
6724;["7","5","6","5","4","4"];["4","2","3","2","1","1"];jguitar/Dbm7b5-Gsharp.png;Dbm7b5/G#;Dbm7b5/G#;Db;m7b5;Minor 7th Flat 5th;G#
6725;["x","4","4","2","4","x"];["0","4","3","1","2","0"];jguitar/Dbm9.png;Dbm9;Dbm9;Db;m9;Minor 9th;Db
6726;["4","4","6","2","2","5"];["2","2","4","1","1","3"];jguitar/Dbm9-A.png;Dbm9/A;Dbm9/A;Db;m9;Minor 9th;A
6727;["4","4","6","2","2","6"];["2","2","4","1","1","3"];jguitar/Dbm9-Asharp.png;Dbm9/A#;Dbm9/A#;Db;m9;Minor 9th;A#
6728;["9","9","8","x","7","7"];["3","3","2","0","1","1"];jguitar/Dbm9-B.png;Dbm9/B;Dbm9/B;Db;m9;Minor 9th;B
6729;["12","12","8","11","11","8"];["4","4","1","3","2","1"];jguitar/Dbm9-C.png;Dbm9/C;Dbm9/C;Db;m9;Minor 9th;C
6730;["9","5","8","9","5","x"];["4","1","2","3","1","0"];jguitar/Dbm9-D.png;Dbm9/D;Dbm9/D;Db;m9;Minor 9th;D
6731;["9","9","9","9","11","11"];["1","1","1","1","4","3"];jguitar/Dbm9-Dsharp.png;Dbm9/D#;Dbm9/D#;Db;m9;Minor 9th;D#
6732;["11","12","13","11","11","12"];["1","3","4","1","1","2"];jguitar/Dbm9-E.png;Dbm9/E;Dbm9/E;Db;m9;Minor 9th;E
6733;["0","4","4","x","4","1"];["0","4","3","0","2","1"];jguitar/Dbm9-F.png;Dbm9/F;Dbm9/F;Db;m9;Minor 9th;F
6734;["x","4","4","2","4","2"];["0","4","3","1","2","1"];jguitar/Dbm9-Fsharp.png;Dbm9/F#;Dbm9/F#;Db;m9;Minor 9th;F#
6735;["0","4","4","x","4","3"];["0","4","3","0","2","1"];jguitar/Dbm9-G.png;Dbm9/G;Dbm9/G;Db;m9;Minor 9th;G
6736;["7","4","6","x","7","4"];["4","1","2","0","3","1"];jguitar/Dbm9-Gsharp.png;Dbm9/G#;Dbm9/G#;Db;m9;Minor 9th;G#
6737;["8","8","8","10","8","9"];["1","1","1","3","1","2"];jguitar/Dbmajsharp11.png;DbM#11;Dbmaj#11;Db;maj#11;Major Sharp 11th;Db
6738;["3","6","6","3","3","5"];["1","4","3","1","1","2"];jguitar/Dbmajsharp11-A.png;DbM#11/A;Dbmaj#11/A;Db;maj#11;Major Sharp 11th;A
6739;["3","6","6","3","3","6"];["1","4","3","1","1","2"];jguitar/Dbmajsharp11-Asharp.png;DbM#11/A#;Dbmaj#11/A#;Db;maj#11;Major Sharp 11th;A#
6740;["3","2","5","3","2","x"];["3","1","4","2","1","0"];jguitar/Dbmajsharp11-B.png;DbM#11/B;Dbmaj#11/B;Db;maj#11;Major Sharp 11th;B
6741;["3","2","x","3","3","x"];["4","1","0","3","2","0"];jguitar/Dbmajsharp11-C.png;DbM#11/C;Dbmaj#11/C;Db;maj#11;Major Sharp 11th;C
6742;["8","8","8","11","8","10"];["1","1","1","4","1","3"];jguitar/Dbmajsharp11-D.png;DbM#11/D;Dbmaj#11/D;Db;maj#11;Major Sharp 11th;D
6743;["13","13","12","11","11","11"];["3","3","2","1","1","1"];jguitar/Dbmajsharp11-Dsharp.png;DbM#11/D#;Dbmaj#11/D#;Db;maj#11;Major Sharp 11th;D#
6744;["1","2","0","3","3","0"];["1","2","0","4","3","0"];jguitar/Dbmajsharp11-E.png;DbM#11/E;Dbmaj#11/E;Db;maj#11;Major Sharp 11th;E
6745;["x","2","0","3","3","1"];["0","2","0","4","3","1"];jguitar/Dbmajsharp11-F.png;DbM#11/F;Dbmaj#11/F;Db;maj#11;Major Sharp 11th;F
6746;["3","2","x","3","3","2"];["4","1","0","3","2","1"];jguitar/Dbmajsharp11-Fsharp.png;DbM#11/F#;Dbmaj#11/F#;Db;maj#11;Major Sharp 11th;F#
6747;["1","2","1","x","3","3"];["1","2","1","0","4","3"];jguitar/Dbmajsharp11-G.png;DbM#11/G;Dbmaj#11/G;Db;maj#11;Major Sharp 11th;G
6748;["3","x","5","3","4","4"];["1","0","4","1","3","2"];jguitar/Dbmajsharp11-Gsharp.png;DbM#11/G#;Dbmaj#11/G#;Db;maj#11;Major Sharp 11th;G#
6749;["2","1","1","3","4","x"];["2","1","1","3","4","0"];jguitar/Dbmaj11.png;DbM11;Dbmaj11;Db;maj11;Major 11th;Db
6750;["2","2","x","3","3","5"];["1","1","0","3","2","4"];jguitar/Dbmaj11-A.png;DbM11/A;Dbmaj11/A;Db;maj11;Major 11th;A
6751;["8","7","6","6","8","6"];["4","2","1","1","3","1"];jguitar/Dbmaj11-Asharp.png;DbM11/A#;Dbmaj11/A#;Db;maj11;Major 11th;A#
6752;["2","2","5","3","2","x"];["1","1","4","2","1","0"];jguitar/Dbmaj11-B.png;DbM11/B;Dbmaj11/B;Db;maj11;Major 11th;B
6753;["2","2","1","3","3","x"];["2","2","1","4","3","0"];jguitar/Dbmaj11-C.png;DbM11/C;Dbmaj11/C;Db;maj11;Major 11th;C
6754;["2","2","5","3","5","x"];["1","1","4","2","3","0"];jguitar/Dbmaj11-D.png;DbM11/D;Dbmaj11/D;Db;maj11;Major 11th;D
6755;["13","13","11","11","11","11"];["3","3","1","1","1","1"];jguitar/Dbmaj11-Dsharp.png;DbM11/D#;Dbmaj11/D#;Db;maj11;Major 11th;D#
6756;["2","2","1","3","3","0"];["2","2","1","4","3","0"];jguitar/Dbmaj11-E.png;DbM11/E;Dbmaj11/E;Db;maj11;Major 11th;E
6757;["1","1","1","4","4","1"];["1","1","1","3","2","1"];jguitar/Dbmaj11-F.png;DbM11/F;Dbmaj11/F;Db;maj11;Major 11th;F
6758;["1","1","1","3","4","2"];["1","1","1","3","4","2"];jguitar/Dbmaj11-Fsharp.png;DbM11/F#;Dbmaj11/F#;Db;maj11;Major 11th;F#
6759;["2","2","x","3","3","3"];["1","1","0","4","3","2"];jguitar/Dbmaj11-G.png;DbM11/G;Dbmaj11/G;Db;maj11;Major 11th;G
6760;["2","2","x","3","3","4"];["1","1","0","3","2","4"];jguitar/Dbmaj11-Gsharp.png;DbM11/G#;Dbmaj11/G#;Db;maj11;Major 11th;G#
6761;["6","6","5","3","4","x"];["4","4","3","1","2","0"];jguitar/Dbmaj13.png;DbM13;Dbmaj13;Db;maj13;Major 13th;Db
6762;["6","6","6","6","3","5"];["4","4","4","4","1","3"];jguitar/Dbmaj13-A.png;DbM13/A;Dbmaj13/A;Db;maj13;Major 13th;A
6763;["8","6","6","6","8","6"];["4","1","1","1","3","1"];jguitar/Dbmaj13-Asharp.png;DbM13/A#;Dbmaj13/A#;Db;maj13;Major 13th;A#
6764;["6","6","5","x","4","7"];["3","3","2","0","1","4"];jguitar/Dbmaj13-B.png;DbM13/B;Dbmaj13/B;Db;maj13;Major 13th;B
6765;["6","6","6","6","8","8"];["1","1","1","1","4","3"];jguitar/Dbmaj13-C.png;DbM13/C;Dbmaj13/C;Db;maj13;Major 13th;C
6766;["8","11","8","11","8","10"];["1","4","1","3","1","2"];jguitar/Dbmaj13-D.png;DbM13/D;Dbmaj13/D;Db;maj13;Major 13th;D
6767;["8","11","x","11","8","11"];["1","4","0","3","1","2"];jguitar/Dbmaj13-Dsharp.png;DbM13/D#;Dbmaj13/D#;Db;maj13;Major 13th;D#
6768;["2","2","3","3","3","0"];["1","1","4","3","2","0"];jguitar/Dbmaj13-E.png;DbM13/E;Dbmaj13/E;Db;maj13;Major 13th;E
6769;["1","1","3","3","4","1"];["1","1","3","2","4","1"];jguitar/Dbmaj13-F.png;DbM13/F;Dbmaj13/F;Db;maj13;Major 13th;F
6770;["2","2","3","3","3","2"];["1","1","4","3","2","1"];jguitar/Dbmaj13-Fsharp.png;DbM13/F#;Dbmaj13/F#;Db;maj13;Major 13th;F#
6771;["6","6","6","6","3","3"];["4","4","4","4","1","1"];jguitar/Dbmaj13-G.png;DbM13/G;Dbmaj13/G;Db;maj13;Major 13th;G
6772;["6","6","6","6","3","4"];["4","4","4","4","1","2"];jguitar/Dbmaj13-Gsharp.png;DbM13/G#;Dbmaj13/G#;Db;maj13;Major 13th;G#
6773;["1","1","1","3","4","x"];["1","1","1","3","4","0"];jguitar/Dbmaj7.png;DbM7;Dbmaj7;Db;maj7;Major 7th;Db
6774;["x","6","6","6","3","5"];["0","4","4","4","1","3"];jguitar/Dbmaj7-A.png;DbM7/A;Dbmaj7/A;Db;maj7;Major 7th;A
6775;["8","6","6","6","8","6"];["4","1","1","1","3","1"];jguitar/Dbmaj7-Asharp.png;DbM7/A#;Dbmaj7/A#;Db;maj7;Major 7th;A#
6776;["4","2","5","3","2","x"];["3","1","4","2","1","0"];jguitar/Dbmaj7-B.png;DbM7/B;Dbmaj7/B;Db;maj7;Major 7th;B
6777;["1","2","1","3","3","x"];["1","2","1","4","3","0"];jguitar/Dbmaj7-C.png;DbM7/C;Dbmaj7/C;Db;maj7;Major 7th;C
6778;["8","6","6","6","5","x"];["4","2","2","2","1","0"];jguitar/Dbmaj7-D.png;DbM7/D;Dbmaj7/D;Db;maj7;Major 7th;D
6779;["8","6","6","6","6","x"];["3","1","1","1","1","0"];jguitar/Dbmaj7-Dsharp.png;DbM7/D#;Dbmaj7/D#;Db;maj7;Major 7th;D#
6780;["1","2","1","3","3","0"];["1","2","1","4","3","0"];jguitar/Dbmaj7-E.png;DbM7/E;Dbmaj7/E;Db;maj7;Major 7th;E
6781;["1","1","1","3","4","1"];["1","1","1","3","4","1"];jguitar/Dbmaj7-F.png;DbM7/F;Dbmaj7/F;Db;maj7;Major 7th;F
6782;["1","1","1","3","4","2"];["1","1","1","3","4","2"];jguitar/Dbmaj7-Fsharp.png;DbM7/F#;Dbmaj7/F#;Db;maj7;Major 7th;F#
6783;["1","2","1","x","3","3"];["1","2","1","0","4","3"];jguitar/Dbmaj7-G.png;DbM7/G;Dbmaj7/G;Db;maj7;Major 7th;G
6784;["1","1","1","3","4","4"];["1","1","1","2","4","3"];jguitar/Dbmaj7-Gsharp.png;DbM7/G#;Dbmaj7/G#;Db;maj7;Major 7th;G#
6785;["3","6","5","3","4","x"];["1","4","3","1","2","0"];jguitar/Dbmaj7b5.png;DbM7b5;Dbmaj7b5;Db;maj7b5;Major 7th Flat 5th;Db
6786;["3","6","6","3","3","5"];["1","4","3","1","1","2"];jguitar/Dbmaj7b5-A.png;DbM7b5/A;Dbmaj7b5/A;Db;maj7b5;Major 7th Flat 5th;A
6787;["3","6","6","3","3","6"];["1","4","3","1","1","2"];jguitar/Dbmaj7b5-Asharp.png;DbM7b5/A#;Dbmaj7b5/A#;Db;maj7b5;Major 7th Flat 5th;A#
6788;["3","2","5","3","2","x"];["3","1","4","2","1","0"];jguitar/Dbmaj7b5-B.png;DbM7b5/B;Dbmaj7b5/B;Db;maj7b5;Major 7th Flat 5th;B
6789;["1","2","0","3","3","x"];["1","2","0","4","3","0"];jguitar/Dbmaj7b5-C.png;DbM7b5/C;Dbmaj7b5/C;Db;maj7b5;Major 7th Flat 5th;C
6790;["8","6","6","5","5","x"];["4","2","2","1","1","0"];jguitar/Dbmaj7b5-D.png;DbM7b5/D;Dbmaj7b5/D;Db;maj7b5;Major 7th Flat 5th;D
6791;["8","8","10","11","8","11"];["1","1","2","4","1","3"];jguitar/Dbmaj7b5-Dsharp.png;DbM7b5/D#;Dbmaj7b5/D#;Db;maj7b5;Major 7th Flat 5th;D#
6792;["1","2","0","3","3","0"];["1","2","0","4","3","0"];jguitar/Dbmaj7b5-E.png;DbM7b5/E;Dbmaj7b5/E;Db;maj7b5;Major 7th Flat 5th;E
6793;["x","2","0","3","3","1"];["0","2","0","4","3","1"];jguitar/Dbmaj7b5-F.png;DbM7b5/F;Dbmaj7b5/F;Db;maj7b5;Major 7th Flat 5th;F
6794;["3","2","x","3","3","2"];["4","1","0","3","2","1"];jguitar/Dbmaj7b5-Fsharp.png;DbM7b5/F#;Dbmaj7b5/F#;Db;maj7b5;Major 7th Flat 5th;F#
6795;["x","2","0","3","3","3"];["0","1","0","4","3","2"];jguitar/Dbmaj7b5-G.png;DbM7b5/G;Dbmaj7b5/G;Db;maj7b5;Major 7th Flat 5th;G
6796;["3","x","5","3","4","4"];["1","0","4","1","3","2"];jguitar/Dbmaj7b5-Gsharp.png;DbM7b5/G#;Dbmaj7b5/G#;Db;maj7b5;Major 7th Flat 5th;G#
6797;["4","4","5","6","4","x"];["1","1","2","3","1","0"];jguitar/Dbmaj7sus2.png;DbM7sus2;Dbmaj7sus2;Db;maj7sus2;Major 7th Suspended 2nd;Db
6798;["4","4","5","6","4","5"];["1","1","3","4","1","2"];jguitar/Dbmaj7sus2-A.png;DbM7sus2/A;Dbmaj7sus2/A;Db;maj7sus2;Major 7th Suspended 2nd;A
6799;["4","4","5","6","4","6"];["1","1","2","4","1","3"];jguitar/Dbmaj7sus2-Asharp.png;DbM7sus2/A#;Dbmaj7sus2/A#;Db;maj7sus2;Major 7th Suspended 2nd;A#
6800;["4","4","5","6","4","7"];["1","1","2","3","1","4"];jguitar/Dbmaj7sus2-B.png;DbM7sus2/B;Dbmaj7sus2/B;Db;maj7sus2;Major 7th Suspended 2nd;B
6801;["4","2","1","1","3","x"];["4","2","1","1","3","0"];jguitar/Dbmaj7sus2-C.png;DbM7sus2/C;Dbmaj7sus2/C;Db;maj7sus2;Major 7th Suspended 2nd;C
6802;["11","13","13","11","11","10"];["2","4","3","2","2","1"];jguitar/Dbmaj7sus2-D.png;DbM7sus2/D;Dbmaj7sus2/D;Db;maj7sus2;Major 7th Suspended 2nd;D
6803;["11","13","13","11","11","11"];["1","4","3","1","1","1"];jguitar/Dbmaj7sus2-Dsharp.png;DbM7sus2/D#;Dbmaj7sus2/D#;Db;maj7sus2;Major 7th Suspended 2nd;D#
6804;["x","2","1","1","3","0"];["0","2","1","1","3","0"];jguitar/Dbmaj7sus2-E.png;DbM7sus2/E;Dbmaj7sus2/E;Db;maj7sus2;Major 7th Suspended 2nd;E
6805;["4","1","1","1","4","1"];["3","1","1","1","2","1"];jguitar/Dbmaj7sus2-F.png;DbM7sus2/F;Dbmaj7sus2/F;Db;maj7sus2;Major 7th Suspended 2nd;F
6806;["4","4","5","x","4","2"];["3","3","4","0","3","1"];jguitar/Dbmaj7sus2-Fsharp.png;DbM7sus2/F#;Dbmaj7sus2/F#;Db;maj7sus2;Major 7th Suspended 2nd;F#
6807;["x","2","1","1","3","3"];["0","2","1","1","4","3"];jguitar/Dbmaj7sus2-G.png;DbM7sus2/G;Dbmaj7sus2/G;Db;maj7sus2;Major 7th Suspended 2nd;G
6808;["4","4","5","6","4","4"];["1","1","2","3","1","1"];jguitar/Dbmaj7sus2-Gsharp.png;DbM7sus2/G#;Dbmaj7sus2/G#;Db;maj7sus2;Major 7th Suspended 2nd;G#
6809;["4","4","5","4","4","x"];["1","1","2","1","1","0"];jguitar/Dbmaj7sus2sus4.png;DbM7sus2sus4;Dbmaj7sus2sus4;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;Db
6810;["4","4","5","4","4","5"];["1","1","3","1","1","2"];jguitar/Dbmaj7sus2sus4-A.png;DbM7sus2sus4/A;Dbmaj7sus2sus4/A;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;A
6811;["4","4","5","4","4","6"];["1","1","2","1","1","3"];jguitar/Dbmaj7sus2sus4-Asharp.png;DbM7sus2sus4/A#;Dbmaj7sus2sus4/A#;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;A#
6812;["4","4","5","4","4","7"];["1","1","2","1","1","4"];jguitar/Dbmaj7sus2sus4-B.png;DbM7sus2sus4/B;Dbmaj7sus2sus4/B;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;B
6813;["2","2","1","1","3","x"];["2","2","1","1","3","0"];jguitar/Dbmaj7sus2sus4-C.png;DbM7sus2sus4/C;Dbmaj7sus2sus4/C;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;C
6814;["11","13","11","11","11","10"];["2","4","2","2","2","1"];jguitar/Dbmaj7sus2sus4-D.png;DbM7sus2sus4/D;Dbmaj7sus2sus4/D;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;D
6815;["8","7","6","6","6","x"];["3","2","1","1","1","0"];jguitar/Dbmaj7sus2sus4-Dsharp.png;DbM7sus2sus4/D#;Dbmaj7sus2sus4/D#;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;D#
6816;["2","2","1","1","3","0"];["2","2","1","1","3","0"];jguitar/Dbmaj7sus2sus4-E.png;DbM7sus2sus4/E;Dbmaj7sus2sus4/E;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;E
6817;["2","2","1","1","3","1"];["2","2","1","1","3","1"];jguitar/Dbmaj7sus2sus4-F.png;DbM7sus2sus4/F;Dbmaj7sus2sus4/F;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;F
6818;["4","4","5","4","4","2"];["3","3","4","3","3","1"];jguitar/Dbmaj7sus2sus4-Fsharp.png;DbM7sus2sus4/F#;Dbmaj7sus2sus4/F#;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;F#
6819;["4","4","5","4","4","3"];["2","2","3","2","2","1"];jguitar/Dbmaj7sus2sus4-G.png;DbM7sus2sus4/G;Dbmaj7sus2sus4/G;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;G
6820;["4","4","5","4","4","4"];["1","1","2","1","1","1"];jguitar/Dbmaj7sus2sus4-Gsharp.png;DbM7sus2sus4/G#;Dbmaj7sus2sus4/G#;Db;maj7sus2sus4;Major 7th Suspended 2nd Suspended 4th;G#
6821;["2","1","1","4","4","x"];["2","1","1","4","3","0"];jguitar/Dbmaj7sus4.png;DbM7sus4;Dbmaj7sus4;Db;maj7sus4;Major 7th Suspended 4th;Db
6822;["5","7","5","4","4","x"];["2","4","2","1","1","0"];jguitar/Dbmaj7sus4sharp5.png;DbM7sus4#5;Dbmaj7sus4#5;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;Db
6823;["2","2","2","4","3","5"];["1","1","1","3","2","4"];jguitar/Dbmaj7sus4sharp5-A.png;DbM7sus4#5/A;Dbmaj7sus4#5/A;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;A
6824;["5","7","5","4","4","6"];["2","4","2","1","1","3"];jguitar/Dbmaj7sus4sharp5-Asharp.png;DbM7sus4#5/A#;Dbmaj7sus4#5/A#;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;A#
6825;["5","2","5","4","2","x"];["4","1","3","2","1","0"];jguitar/Dbmaj7sus4sharp5-B.png;DbM7sus4#5/B;Dbmaj7sus4#5/B;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;B
6826;["2","2","2","4","3","x"];["1","1","1","3","2","0"];jguitar/Dbmaj7sus4sharp5-C.png;DbM7sus4#5/C;Dbmaj7sus4#5/C;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;C
6827;["9","10","x","10","9","10"];["1","4","0","3","1","2"];jguitar/Dbmaj7sus4sharp5-D.png;DbM7sus4#5/D;Dbmaj7sus4#5/D;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;D
6828;["8","7","6","7","6","x"];["4","3","1","2","1","0"];jguitar/Dbmaj7sus4sharp5-Dsharp.png;DbM7sus4#5/D#;Dbmaj7sus4#5/D#;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;D#
6829;["2","2","2","x","3","0"];["1","1","1","0","2","0"];jguitar/Dbmaj7sus4sharp5-E.png;DbM7sus4#5/E;Dbmaj7sus4#5/E;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;E
6830;["2","2","2","4","3","1"];["2","2","2","4","3","1"];jguitar/Dbmaj7sus4sharp5-F.png;DbM7sus4#5/F;Dbmaj7sus4#5/F;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;F
6831;["2","2","2","4","3","2"];["1","1","1","3","2","1"];jguitar/Dbmaj7sus4sharp5-Fsharp.png;DbM7sus4#5/F#;Dbmaj7sus4#5/F#;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;F#
6832;["2","2","2","4","3","3"];["1","1","1","4","3","2"];jguitar/Dbmaj7sus4sharp5-G.png;DbM7sus4#5/G;Dbmaj7sus4#5/G;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;G
6833;["2","2","2","4","3","4"];["1","1","1","4","2","3"];jguitar/Dbmaj7sus4sharp5-Gsharp.png;DbM7sus4#5/G#;Dbmaj7sus4#5/G#;Db;maj7sus4#5;Major 7th Suspended 4th Sharp 5th;G#
6834;["2","2","x","4","3","5"];["1","1","0","3","2","4"];jguitar/Dbmaj7sus4-A.png;DbM7sus4/A;Dbmaj7sus4/A;Db;maj7sus4;Major 7th Suspended 4th;A
6835;["4","7","5","4","4","6"];["1","4","2","1","1","3"];jguitar/Dbmaj7sus4-Asharp.png;DbM7sus4/A#;Dbmaj7sus4/A#;Db;maj7sus4;Major 7th Suspended 4th;A#
6836;["2","2","5","4","2","x"];["1","1","4","3","1","0"];jguitar/Dbmaj7sus4-B.png;DbM7sus4/B;Dbmaj7sus4/B;Db;maj7sus4;Major 7th Suspended 4th;B
6837;["2","2","1","4","3","x"];["2","2","1","4","3","0"];jguitar/Dbmaj7sus4-C.png;DbM7sus4/C;Dbmaj7sus4/C;Db;maj7sus4;Major 7th Suspended 4th;C
6838;["2","2","5","4","5","x"];["1","1","4","2","3","0"];jguitar/Dbmaj7sus4-D.png;DbM7sus4/D;Dbmaj7sus4/D;Db;maj7sus4;Major 7th Suspended 4th;D
6839;["8","7","6","6","6","x"];["3","2","1","1","1","0"];jguitar/Dbmaj7sus4-Dsharp.png;DbM7sus4/D#;Dbmaj7sus4/D#;Db;maj7sus4;Major 7th Suspended 4th;D#
6840;["2","2","1","x","3","0"];["3","2","1","0","4","0"];jguitar/Dbmaj7sus4-E.png;DbM7sus4/E;Dbmaj7sus4/E;Db;maj7sus4;Major 7th Suspended 4th;E
6841;["2","2","1","4","3","1"];["2","2","1","4","3","1"];jguitar/Dbmaj7sus4-F.png;DbM7sus4/F;Dbmaj7sus4/F;Db;maj7sus4;Major 7th Suspended 4th;F
6842;["2","2","5","4","3","2"];["1","1","4","3","2","1"];jguitar/Dbmaj7sus4-Fsharp.png;DbM7sus4/F#;Dbmaj7sus4/F#;Db;maj7sus4;Major 7th Suspended 4th;F#
6843;["4","x","5","4","4","3"];["2","0","3","2","2","1"];jguitar/Dbmaj7sus4-G.png;DbM7sus4/G;Dbmaj7sus4/G;Db;maj7sus4;Major 7th Suspended 4th;G
