key;shape;fingers;image;chord;chord_long;root;suffix;suffix_long;bass
6844;["2","2","x","4","3","4"];["1","1","0","4","2","3"];jguitar/Dbmaj7sus4-Gsharp.png;DbM7sus4/G#;Dbmaj7sus4/G#;Db;maj7sus4;Major 7th Suspended 4th;G#
6845;["x","4","5","3","4","x"];["0","3","4","1","2","0"];jguitar/Dbmaj9.png;DbM9;Dbmaj9;Db;maj9;Major 9th;Db
6846;["4","4","6","3","3","5"];["2","2","4","1","1","3"];jguitar/Dbmaj9-A.png;DbM9/A;Dbmaj9/A;Db;maj9;Major 9th;A
6847;["4","4","6","3","3","6"];["2","2","4","1","1","3"];jguitar/Dbmaj9-Asharp.png;DbM9/A#;Dbmaj9/A#;Db;maj9;Major 9th;A#
6848;["9","9","8","10","8","7"];["3","3","2","4","2","1"];jguitar/Dbmaj9-B.png;DbM9/B;Dbmaj9/B;Db;maj9;Major 9th;B
6849;["4","4","6","3","3","x"];["2","2","4","1","1","0"];jguitar/Dbmaj9-C.png;DbM9/C;Dbmaj9/C;Db;maj9;Major 9th;C
6850;["9","9","8","10","8","10"];["2","2","1","4","1","3"];jguitar/Dbmaj9-D.png;DbM9/D;Dbmaj9/D;Db;maj9;Major 9th;D
6851;["8","6","6","6","6","x"];["3","1","1","1","1","0"];jguitar/Dbmaj9-Dsharp.png;DbM9/D#;Dbmaj9/D#;Db;maj9;Major 9th;D#
6852;["11","14","10","10","x","12"];["2","4","1","1","0","3"];jguitar/Dbmaj9-E.png;DbM9/E;Dbmaj9/E;Db;maj9;Major 9th;E
6853;["11","13","13","11","11","13"];["1","4","3","1","1","2"];jguitar/Dbmaj9-F.png;DbM9/F;Dbmaj9/F;Db;maj9;Major 9th;F
6854;["4","4","6","3","3","2"];["3","3","4","2","2","1"];jguitar/Dbmaj9-Fsharp.png;DbM9/F#;Dbmaj9/F#;Db;maj9;Major 9th;F#
6855;["4","4","6","3","3","3"];["2","2","4","1","1","1"];jguitar/Dbmaj9-G.png;DbM9/G;Dbmaj9/G;Db;maj9;Major 9th;G
6856;["x","4","6","3","3","4"];["0","3","4","1","1","2"];jguitar/Dbmaj9-Gsharp.png;DbM9/G#;Dbmaj9/G#;Db;maj9;Major 9th;G#
6857;["x","6","6","5","4","x"];["0","4","3","2","1","0"];jguitar/Dbmajb5.png;DbMb5;Dbmajb5;Db;majb5;Major Flat 5th;Db
6858;["1","2","0","3","0","x"];["1","2","0","3","0","0"];jguitar/Dbmajb5-A.png;DbMb5/A;Dbmajb5/A;Db;majb5;Major Flat 5th;A
6859;["1","2","0","3","1","x"];["2","3","0","4","1","0"];jguitar/Dbmajb5-Asharp.png;DbMb5/A#;Dbmajb5/A#;Db;majb5;Major Flat 5th;A#
6860;["3","2","0","3","2","x"];["4","2","0","3","1","0"];jguitar/Dbmajb5-B.png;DbMb5/B;Dbmajb5/B;Db;majb5;Major Flat 5th;B
6861;["1","2","0","3","3","x"];["1","2","0","4","3","0"];jguitar/Dbmajb5-C.png;DbMb5/C;Dbmajb5/C;Db;majb5;Major Flat 5th;C
6862;["1","2","0","0","x","x"];["1","2","0","0","0","0"];jguitar/Dbmajb5-D.png;DbMb5/D;Dbmajb5/D;Db;majb5;Major Flat 5th;D
6863;["1","2","0","1","x","x"];["2","3","0","1","0","0"];jguitar/Dbmajb5-Dsharp.png;DbMb5/D#;Dbmajb5/D#;Db;majb5;Major Flat 5th;D#
6864;["1","2","0","3","x","0"];["1","2","0","3","0","0"];jguitar/Dbmajb5-E.png;DbMb5/E;Dbmajb5/E;Db;majb5;Major Flat 5th;E
6865;["3","2","0","3","x","1"];["4","2","0","3","0","1"];jguitar/Dbmajb5-F.png;DbMb5/F;Dbmajb5/F;Db;majb5;Major Flat 5th;F
6866;["3","2","0","3","x","2"];["4","2","0","3","0","1"];jguitar/Dbmajb5-Fsharp.png;DbMb5/F#;Dbmajb5/F#;Db;majb5;Major Flat 5th;F#
6867;["1","2","0","3","x","3"];["1","2","0","4","0","3"];jguitar/Dbmajb5-G.png;DbMb5/G;Dbmajb5/G;Db;majb5;Major Flat 5th;G
6868;["x","6","6","5","4","4"];["0","4","3","2","1","1"];jguitar/Dbmajb5-Gsharp.png;DbMb5/G#;Dbmajb5/G#;Db;majb5;Major Flat 5th;G#
6869;["2","2","x","2","4","x"];["1","1","0","1","3","0"];jguitar/Dbmbb5.png;Dbmbb5;Dbmbb5;Db;mbb5;Minor Double Flat 5th;Db
6870;["2","2","x","2","0","x"];["1","1","0","1","0","0"];jguitar/Dbmbb5-A.png;Dbmbb5/A;Dbmbb5/A;Db;mbb5;Minor Double Flat 5th;A
6871;["2","2","x","2","1","x"];["4","3","0","2","1","0"];jguitar/Dbmbb5-Asharp.png;Dbmbb5/A#;Dbmbb5/A#;Db;mbb5;Minor Double Flat 5th;A#
6872;["2","2","x","2","2","x"];["1","1","0","1","1","0"];jguitar/Dbmbb5-B.png;Dbmbb5/B;Dbmbb5/B;Db;mbb5;Minor Double Flat 5th;B
6873;["2","2","x","2","3","x"];["1","1","0","1","2","0"];jguitar/Dbmbb5-C.png;Dbmbb5/C;Dbmbb5/C;Db;mbb5;Minor Double Flat 5th;C
6874;["2","2","x","2","5","x"];["1","1","0","1","4","0"];jguitar/Dbmbb5-D.png;Dbmbb5/D;Dbmbb5/D;Db;mbb5;Minor Double Flat 5th;D
6875;["9","x","9","11","9","11"];["1","0","1","4","1","3"];jguitar/Dbmbb5-Dsharp.png;Dbmbb5/D#;Dbmbb5/D#;Db;mbb5;Minor Double Flat 5th;D#
6876;["2","2","x","2","x","0"];["1","1","0","1","0","0"];jguitar/Dbmbb5-E.png;Dbmbb5/E;Dbmbb5/E;Db;mbb5;Minor Double Flat 5th;E
6877;["2","2","x","2","4","1"];["2","2","0","2","4","1"];jguitar/Dbmbb5-F.png;Dbmbb5/F;Dbmbb5/F;Db;mbb5;Minor Double Flat 5th;F
6878;["0","2","x","2","x","2"];["0","3","0","2","0","1"];jguitar/Dbmbb5-Fsharp.png;Dbmbb5/F#;Dbmbb5/F#;Db;mbb5;Minor Double Flat 5th;F#
6879;["2","2","x","2","4","3"];["1","1","0","1","3","2"];jguitar/Dbmbb5-G.png;Dbmbb5/G;Dbmbb5/G;Db;mbb5;Minor Double Flat 5th;G
6880;["2","2","x","2","4","4"];["1","1","0","1","4","3"];jguitar/Dbmbb5-Gsharp.png;Dbmbb5/G#;Dbmbb5/G#;Db;mbb5;Minor Double Flat 5th;G#
6881;["2","2","5","2","4","x"];["1","1","4","1","3","0"];jguitar/Dbmmaj11.png;DbmM11;Dbmmaj11;Db;mmaj11;Minor Major 11th;Db
6882;["2","2","5","2","3","5"];["1","1","4","1","2","3"];jguitar/Dbmmaj11-A.png;DbmM11/A;Dbmmaj11/A;Db;mmaj11;Minor Major 11th;A
6883;["8","7","6","6","7","6"];["4","3","1","1","2","1"];jguitar/Dbmmaj11-Asharp.png;DbmM11/A#;Dbmmaj11/A#;Db;mmaj11;Minor Major 11th;A#
6884;["2","2","5","2","2","x"];["1","1","4","1","1","0"];jguitar/Dbmmaj11-B.png;DbmM11/B;Dbmmaj11/B;Db;mmaj11;Minor Major 11th;B
6885;["2","2","5","2","3","x"];["1","1","4","1","2","0"];jguitar/Dbmmaj11-C.png;DbmM11/C;Dbmmaj11/C;Db;mmaj11;Minor Major 11th;C
6886;["2","2","5","2","5","x"];["1","1","3","1","2","0"];jguitar/Dbmmaj11-D.png;DbmM11/D;Dbmmaj11/D;Db;mmaj11;Minor Major 11th;D
6887;["12","13","11","11","11","11"];["2","3","1","1","1","1"];jguitar/Dbmmaj11-Dsharp.png;DbmM11/D#;Dbmmaj11/D#;Db;mmaj11;Minor Major 11th;D#
6888;["2","2","x","2","3","0"];["1","1","0","1","2","0"];jguitar/Dbmmaj11-E.png;DbmM11/E;Dbmmaj11/E;Db;mmaj11;Minor Major 11th;E
6889;["2","2","x","2","3","1"];["2","2","0","2","3","1"];jguitar/Dbmmaj11-F.png;DbmM11/F;Dbmmaj11/F;Db;mmaj11;Minor Major 11th;F
6890;["2","2","5","2","3","2"];["1","1","4","1","2","1"];jguitar/Dbmmaj11-Fsharp.png;DbmM11/F#;Dbmmaj11/F#;Db;mmaj11;Minor Major 11th;F#
6891;["2","2","5","2","4","3"];["1","1","4","1","3","2"];jguitar/Dbmmaj11-G.png;DbmM11/G;Dbmmaj11/G;Db;mmaj11;Minor Major 11th;G
6892;["2","2","5","2","3","4"];["1","1","4","1","2","3"];jguitar/Dbmmaj11-Gsharp.png;DbmM11/G#;Dbmmaj11/G#;Db;mmaj11;Minor Major 11th;G#
6893;["6","5","5","6","4","x"];["4","2","2","3","1","0"];jguitar/Dbmmaj13.png;DbmM13;Dbmmaj13;Db;mmaj13;Minor Major 13th;Db
6894;["2","2","3","2","3","5"];["1","1","3","1","2","4"];jguitar/Dbmmaj13-A.png;DbmM13/A;Dbmmaj13/A;Db;mmaj13;Minor Major 13th;A
6895;["8","7","6","6","7","6"];["4","3","1","1","2","1"];jguitar/Dbmmaj13-Asharp.png;DbmM13/A#;Dbmmaj13/A#;Db;mmaj13;Minor Major 13th;A#
6896;["6","5","5","x","4","7"];["3","2","2","0","1","4"];jguitar/Dbmmaj13-B.png;DbmM13/B;Dbmmaj13/B;Db;mmaj13;Minor Major 13th;B
6897;["6","7","6","6","7","8"];["1","3","1","1","2","4"];jguitar/Dbmmaj13-C.png;DbmM13/C;Dbmmaj13/C;Db;mmaj13;Minor Major 13th;C
6898;["9","11","9","10","x","10"];["1","4","1","3","0","2"];jguitar/Dbmmaj13-D.png;DbmM13/D;Dbmmaj13/D;Db;mmaj13;Minor Major 13th;D
6899;["9","11","9","10","x","11"];["1","4","1","2","0","3"];jguitar/Dbmmaj13-Dsharp.png;DbmM13/D#;Dbmmaj13/D#;Db;mmaj13;Minor Major 13th;D#
6900;["2","2","3","2","3","0"];["1","1","3","1","2","0"];jguitar/Dbmmaj13-E.png;DbmM13/E;Dbmmaj13/E;Db;mmaj13;Minor Major 13th;E
6901;["2","2","3","2","3","1"];["2","2","4","2","3","1"];jguitar/Dbmmaj13-F.png;DbmM13/F;Dbmmaj13/F;Db;mmaj13;Minor Major 13th;F
6902;["2","2","3","2","3","2"];["1","1","3","1","2","1"];jguitar/Dbmmaj13-Fsharp.png;DbmM13/F#;Dbmmaj13/F#;Db;mmaj13;Minor Major 13th;F#
6903;["2","2","3","2","3","3"];["1","1","4","1","3","2"];jguitar/Dbmmaj13-G.png;DbmM13/G;Dbmmaj13/G;Db;mmaj13;Minor Major 13th;G
6904;["2","2","3","2","3","4"];["1","1","3","1","2","4"];jguitar/Dbmmaj13-Gsharp.png;DbmM13/G#;Dbmmaj13/G#;Db;mmaj13;Minor Major 13th;G#
6905;["4","5","5","6","4","x"];["1","3","2","4","1","0"];jguitar/Dbmmaj7.png;DbmM7;Dbmmaj7;Db;mmaj7;Minor Major 7th;Db
6906;["5","5","5","2","4","x"];["4","4","4","1","3","0"];jguitar/Dbmmaj7sharp5.png;DbmM7#5;Dbmmaj7#5;Db;mmaj7#5;Minor Major 7th Sharp 5th;Db
6907;["5","2","2","2","3","5"];["4","1","1","1","2","3"];jguitar/Dbmmaj7sharp5-A.png;DbmM7#5/A;Dbmmaj7#5/A;Db;mmaj7#5;Minor Major 7th Sharp 5th;A
6908;["5","5","5","7","4","6"];["2","2","2","4","1","3"];jguitar/Dbmmaj7sharp5-Asharp.png;DbmM7#5/A#;Dbmmaj7#5/A#;Db;mmaj7#5;Minor Major 7th Sharp 5th;A#
6909;["5","2","5","2","2","x"];["3","1","2","1","1","0"];jguitar/Dbmmaj7sharp5-B.png;DbmM7#5/B;Dbmmaj7#5/B;Db;mmaj7#5;Minor Major 7th Sharp 5th;B
6910;["0","2","2","2","3","x"];["0","3","2","1","4","0"];jguitar/Dbmmaj7sharp5-C.png;DbmM7#5/C;Dbmmaj7#5/C;Db;mmaj7#5;Minor Major 7th Sharp 5th;C
6911;["5","2","5","2","5","x"];["4","1","3","1","2","0"];jguitar/Dbmmaj7sharp5-D.png;DbmM7#5/D;Dbmmaj7#5/D;Db;mmaj7#5;Minor Major 7th Sharp 5th;D
6912;["9","x","9","10","12","11"];["1","0","1","2","4","3"];jguitar/Dbmmaj7sharp5-Dsharp.png;DbmM7#5/D#;Dbmmaj7#5/D#;Db;mmaj7#5;Minor Major 7th Sharp 5th;D#
6913;["0","2","2","2","3","0"];["0","3","2","1","4","0"];jguitar/Dbmmaj7sharp5-E.png;DbmM7#5/E;Dbmmaj7#5/E;Db;mmaj7#5;Minor Major 7th Sharp 5th;E
6914;["x","2","2","2","3","1"];["0","2","2","2","3","1"];jguitar/Dbmmaj7sharp5-F.png;DbmM7#5/F;Dbmmaj7#5/F;Db;mmaj7#5;Minor Major 7th Sharp 5th;F
6915;["5","5","5","2","4","2"];["4","4","4","1","3","1"];jguitar/Dbmmaj7sharp5-Fsharp.png;DbmM7#5/F#;Dbmmaj7#5/F#;Db;mmaj7#5;Minor Major 7th Sharp 5th;F#
6916;["0","2","2","x","3","3"];["0","2","1","0","4","3"];jguitar/Dbmmaj7sharp5-G.png;DbmM7#5/G;Dbmmaj7#5/G;Db;mmaj7#5;Minor Major 7th Sharp 5th;G
6917;["5","5","5","2","4","4"];["4","4","4","1","3","2"];jguitar/Dbmmaj7sharp5-Gsharp.png;DbmM7#5/G#;Dbmmaj7#5/G#;Db;mmaj7#5;Minor Major 7th Sharp 5th;G#
6918;["4","5","5","x","4","5"];["1","4","3","0","1","2"];jguitar/Dbmmaj7-A.png;DbmM7/A;Dbmmaj7/A;Db;mmaj7;Minor Major 7th;A
6919;["4","5","5","x","4","6"];["1","3","2","0","1","4"];jguitar/Dbmmaj7-Asharp.png;DbmM7/A#;Dbmmaj7/A#;Db;mmaj7;Minor Major 7th;A#
6920;["4","2","5","2","2","x"];["3","1","4","1","1","0"];jguitar/Dbmmaj7-B.png;DbmM7/B;Dbmmaj7/B;Db;mmaj7;Minor Major 7th;B
6921;["0","2","1","2","3","x"];["0","3","1","2","4","0"];jguitar/Dbmmaj7-C.png;DbmM7/C;Dbmmaj7/C;Db;mmaj7;Minor Major 7th;C
6922;["9","9","9","10","11","10"];["1","1","1","3","4","2"];jguitar/Dbmmaj7-D.png;DbmM7/D;Dbmmaj7/D;Db;mmaj7;Minor Major 7th;D
6923;["9","9","9","10","11","11"];["1","1","1","2","4","3"];jguitar/Dbmmaj7-Dsharp.png;DbmM7/D#;Dbmmaj7/D#;Db;mmaj7;Minor Major 7th;D#
6924;["0","2","1","2","3","0"];["0","3","1","2","4","0"];jguitar/Dbmmaj7-E.png;DbmM7/E;Dbmmaj7/E;Db;mmaj7;Minor Major 7th;E
6925;["x","2","1","2","3","1"];["0","3","1","2","4","1"];jguitar/Dbmmaj7-F.png;DbmM7/F;Dbmmaj7/F;Db;mmaj7;Minor Major 7th;F
6926;["0","2","x","2","3","2"];["0","3","0","2","4","1"];jguitar/Dbmmaj7-Fsharp.png;DbmM7/F#;Dbmmaj7/F#;Db;mmaj7;Minor Major 7th;F#
6927;["0","2","x","2","3","3"];["0","2","0","1","4","3"];jguitar/Dbmmaj7-G.png;DbmM7/G;Dbmmaj7/G;Db;mmaj7;Minor Major 7th;G
6928;["4","5","5","6","4","4"];["1","3","2","4","1","1"];jguitar/Dbmmaj7-Gsharp.png;DbmM7/G#;Dbmmaj7/G#;Db;mmaj7;Minor Major 7th;G#
6929;["x","5","5","5","4","x"];["0","4","3","2","1","0"];jguitar/Dbmmaj7b5.png;DbmM7b5;Dbmmaj7b5;Db;mmaj7b5;Minor Major 7th Flat 5th;Db
6930;["8","8","6","5","7","5"];["4","4","2","1","3","1"];jguitar/Dbmmaj7b5-A.png;DbmM7b5/A;Dbmmaj7b5/A;Db;mmaj7b5;Minor Major 7th Flat 5th;A
6931;["x","5","5","5","4","6"];["0","2","2","2","1","3"];jguitar/Dbmmaj7b5-Asharp.png;DbmM7b5/A#;Dbmmaj7b5/A#;Db;mmaj7b5;Minor Major 7th Flat 5th;A#
6932;["3","2","5","2","2","x"];["2","1","4","1","1","0"];jguitar/Dbmmaj7b5-B.png;DbmM7b5/B;Dbmmaj7b5/B;Db;mmaj7b5;Minor Major 7th Flat 5th;B
6933;["0","2","0","2","3","x"];["0","2","0","1","3","0"];jguitar/Dbmmaj7b5-C.png;DbmM7b5/C;Dbmmaj7b5/C;Db;mmaj7b5;Minor Major 7th Flat 5th;C
6934;["8","5","6","5","5","x"];["4","1","2","1","1","0"];jguitar/Dbmmaj7b5-D.png;DbmM7b5/D;Dbmmaj7b5/D;Db;mmaj7b5;Minor Major 7th Flat 5th;D
6935;["8","5","6","5","6","x"];["4","1","3","1","2","0"];jguitar/Dbmmaj7b5-Dsharp.png;DbmM7b5/D#;Dbmmaj7b5/D#;Db;mmaj7b5;Minor Major 7th Flat 5th;D#
6936;["0","2","0","2","3","0"];["0","2","0","1","3","0"];jguitar/Dbmmaj7b5-E.png;DbmM7b5/E;Dbmmaj7b5/E;Db;mmaj7b5;Minor Major 7th Flat 5th;E
6937;["0","2","0","2","3","1"];["0","3","0","2","4","1"];jguitar/Dbmmaj7b5-F.png;DbmM7b5/F;Dbmmaj7b5/F;Db;mmaj7b5;Minor Major 7th Flat 5th;F
6938;["0","2","0","2","3","2"];["0","3","0","2","4","1"];jguitar/Dbmmaj7b5-Fsharp.png;DbmM7b5/F#;Dbmmaj7b5/F#;Db;mmaj7b5;Minor Major 7th Flat 5th;F#
6939;["0","2","0","2","3","3"];["0","2","0","1","4","3"];jguitar/Dbmmaj7b5-G.png;DbmM7b5/G;Dbmmaj7b5/G;Db;mmaj7b5;Minor Major 7th Flat 5th;G
6940;["x","5","5","5","4","4"];["0","2","2","2","1","1"];jguitar/Dbmmaj7b5-Gsharp.png;DbmM7b5/G#;Dbmmaj7b5/G#;Db;mmaj7b5;Minor Major 7th Flat 5th;G#
6941;["x","5","5","4","4","x"];["0","2","2","1","1","0"];jguitar/Dbmmaj7bb5.png;DbmM7bb5;Dbmmaj7bb5;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;Db
6942;["x","5","5","4","4","5"];["0","4","3","1","1","2"];jguitar/Dbmmaj7bb5-A.png;DbmM7bb5/A;Dbmmaj7bb5/A;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;A
6943;["x","5","5","4","4","6"];["0","2","2","1","1","3"];jguitar/Dbmmaj7bb5-Asharp.png;DbmM7bb5/A#;Dbmmaj7bb5/A#;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;A#
6944;["2","2","5","2","2","x"];["1","1","4","1","1","0"];jguitar/Dbmmaj7bb5-B.png;DbmM7bb5/B;Dbmmaj7bb5/B;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;B
6945;["2","2","5","2","3","x"];["1","1","4","1","2","0"];jguitar/Dbmmaj7bb5-C.png;DbmM7bb5/C;Dbmmaj7bb5/C;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;C
6946;["2","2","5","2","5","x"];["1","1","3","1","2","0"];jguitar/Dbmmaj7bb5-D.png;DbmM7bb5/D;Dbmmaj7bb5/D;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;D
6947;["9","x","9","10","9","11"];["1","0","1","2","1","3"];jguitar/Dbmmaj7bb5-Dsharp.png;DbmM7bb5/D#;Dbmmaj7bb5/D#;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;D#
6948;["2","2","x","2","3","0"];["1","1","0","1","2","0"];jguitar/Dbmmaj7bb5-E.png;DbmM7bb5/E;Dbmmaj7bb5/E;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;E
6949;["2","2","x","2","3","1"];["2","2","0","2","3","1"];jguitar/Dbmmaj7bb5-F.png;DbmM7bb5/F;Dbmmaj7bb5/F;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;F
6950;["2","2","5","2","3","2"];["1","1","4","1","2","1"];jguitar/Dbmmaj7bb5-Fsharp.png;DbmM7bb5/F#;Dbmmaj7bb5/F#;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;F#
6951;["x","5","5","4","4","3"];["0","3","3","2","2","1"];jguitar/Dbmmaj7bb5-G.png;DbmM7bb5/G;Dbmmaj7bb5/G;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;G
6952;["x","5","5","4","4","4"];["0","2","2","1","1","1"];jguitar/Dbmmaj7bb5-Gsharp.png;DbmM7bb5/G#;Dbmmaj7bb5/G#;Db;mmaj7bb5;Minor Major 7th Double Flat 5th;G#
6953;["11","9","9","10","11","9"];["4","1","1","2","3","1"];jguitar/Dbmmaj9.png;DbmM9;Dbmmaj9;Db;mmaj9;Minor Major 9th;Db
6954;["0","4","5","x","4","5"];["0","2","4","0","1","3"];jguitar/Dbmmaj9-A.png;DbmM9/A;Dbmmaj9/A;Db;mmaj9;Minor Major 9th;A
6955;["8","4","9","x","4","6"];["0","0","0","0","0","0"];jguitar/Dbmmaj9-Asharp.png;DbmM9/A#;Dbmmaj9/A#;Db;mmaj9;Minor Major 9th;A#
6956;["9","9","8","10","7","7"];["3","3","2","4","1","1"];jguitar/Dbmmaj9-B.png;DbmM9/B;Dbmmaj9/B;Db;mmaj9;Minor Major 9th;B
6957;["9","9","8","x","7","8"];["4","4","3","0","1","2"];jguitar/Dbmmaj9-C.png;DbmM9/C;Dbmmaj9/C;Db;mmaj9;Minor Major 9th;C
6958;["8","x","8","11","7","10"];["2","0","2","4","1","3"];jguitar/Dbmmaj9-D.png;DbmM9/D;Dbmmaj9/D;Db;mmaj9;Minor Major 9th;D
6959;["9","9","9","10","11","11"];["1","1","1","2","4","3"];jguitar/Dbmmaj9-Dsharp.png;DbmM9/D#;Dbmmaj9/D#;Db;mmaj9;Minor Major 9th;D#
6960;["11","13","13","11","11","12"];["1","4","3","1","1","2"];jguitar/Dbmmaj9-E.png;DbmM9/E;Dbmmaj9/E;Db;mmaj9;Minor Major 9th;E
6961;["0","4","5","x","4","1"];["0","3","4","0","2","1"];jguitar/Dbmmaj9-F.png;DbmM9/F;Dbmmaj9/F;Db;mmaj9;Minor Major 9th;F
6962;["x","4","5","2","4","2"];["0","3","4","1","2","1"];jguitar/Dbmmaj9-Fsharp.png;DbmM9/F#;Dbmmaj9/F#;Db;mmaj9;Minor Major 9th;F#
6963;["0","4","5","x","4","3"];["0","3","4","0","2","1"];jguitar/Dbmmaj9-G.png;DbmM9/G;Dbmmaj9/G;Db;mmaj9;Minor Major 9th;G
6964;["8","4","6","x","7","4"];["4","1","2","0","3","1"];jguitar/Dbmmaj9-Gsharp.png;DbmM9/G#;Dbmmaj9/G#;Db;mmaj9;Minor Major 9th;G#
6965;["4","4","6","6","4","x"];["1","1","4","3","1","0"];jguitar/Dbsus2.png;Dbsus2;Dbsus2;Db;sus2;Suspended 2nd;Db
6966;["x","2","2","1","4","x"];["0","3","2","1","4","0"];jguitar/Dbsus2sharp5.png;Dbsus2#5;Dbsus2#5;Db;sus2#5;Suspended 2nd Sharp 5th;Db
6967;["x","2","2","1","0","x"];["0","3","2","1","0","0"];jguitar/Dbsus2sharp5-A.png;Dbsus2#5/A;Dbsus2#5/A;Db;sus2#5;Suspended 2nd Sharp 5th;A
6968;["x","2","2","1","1","x"];["0","2","2","1","1","0"];jguitar/Dbsus2sharp5-Asharp.png;Dbsus2#5/A#;Dbsus2#5/A#;Db;sus2#5;Suspended 2nd Sharp 5th;A#
6969;["x","2","2","1","2","x"];["0","4","3","1","2","0"];jguitar/Dbsus2sharp5-B.png;Dbsus2#5/B;Dbsus2#5/B;Db;sus2#5;Suspended 2nd Sharp 5th;B
6970;["x","2","2","1","3","x"];["0","3","2","1","4","0"];jguitar/Dbsus2sharp5-C.png;Dbsus2#5/C;Dbsus2#5/C;Db;sus2#5;Suspended 2nd Sharp 5th;C
6971;["x","4","6","7","5","x"];["0","1","3","4","2","0"];jguitar/Dbsus2sharp5-D.png;Dbsus2#5/D;Dbsus2#5/D;Db;sus2#5;Suspended 2nd Sharp 5th;D
6972;["x","2","2","1","x","x"];["0","3","2","1","0","0"];jguitar/Dbsus2sharp5-Dsharp.png;Dbsus2#5/D#;Dbsus2#5/D#;Db;sus2#5;Suspended 2nd Sharp 5th;D#
6973;["x","2","2","1","0","0"];["0","3","2","1","0","0"];jguitar/Dbsus2sharp5-E.png;Dbsus2#5/E;Dbsus2#5/E;Db;sus2#5;Suspended 2nd Sharp 5th;E
6974;["x","2","2","1","0","1"];["0","4","3","2","0","1"];jguitar/Dbsus2sharp5-F.png;Dbsus2#5/F;Dbsus2#5/F;Db;sus2#5;Suspended 2nd Sharp 5th;F
6975;["x","2","2","1","0","2"];["0","4","3","1","0","2"];jguitar/Dbsus2sharp5-Fsharp.png;Dbsus2#5/F#;Dbsus2#5/F#;Db;sus2#5;Suspended 2nd Sharp 5th;F#
6976;["x","2","2","1","0","3"];["0","3","2","1","0","4"];jguitar/Dbsus2sharp5-G.png;Dbsus2#5/G;Dbsus2#5/G;Db;sus2#5;Suspended 2nd Sharp 5th;G
6977;["x","2","2","1","4","4"];["0","2","2","1","4","3"];jguitar/Dbsus2sharp5-Gsharp.png;Dbsus2#5/G#;Dbsus2#5/G#;Db;sus2#5;Suspended 2nd Sharp 5th;G#
6978;["x","2","1","1","0","x"];["0","2","1","1","0","0"];jguitar/Dbsus2-A.png;Dbsus2/A;Dbsus2/A;Db;sus2;Suspended 2nd;A
6979;["4","4","6","6","4","6"];["1","1","4","3","1","2"];jguitar/Dbsus2-Asharp.png;Dbsus2/A#;Dbsus2/A#;Db;sus2;Suspended 2nd;A#
6980;["4","4","6","6","4","7"];["1","1","3","2","1","4"];jguitar/Dbsus2-B.png;Dbsus2/B;Dbsus2/B;Db;sus2;Suspended 2nd;B
6981;["4","2","1","1","3","x"];["4","2","1","1","3","0"];jguitar/Dbsus2-C.png;Dbsus2/C;Dbsus2/C;Db;sus2;Suspended 2nd;C
6982;["4","4","6","6","5","x"];["1","1","4","3","2","0"];jguitar/Dbsus2-D.png;Dbsus2/D;Dbsus2/D;Db;sus2;Suspended 2nd;D
6983;["4","4","6","6","6","x"];["1","1","4","3","2","0"];jguitar/Dbsus2-Dsharp.png;Dbsus2/D#;Dbsus2/D#;Db;sus2;Suspended 2nd;D#
6984;["x","2","1","1","x","0"];["0","2","1","1","0","0"];jguitar/Dbsus2-E.png;Dbsus2/E;Dbsus2/E;Db;sus2;Suspended 2nd;E
6985;["4","4","1","1","4","1"];["4","3","1","1","2","1"];jguitar/Dbsus2-F.png;Dbsus2/F;Dbsus2/F;Db;sus2;Suspended 2nd;F
6986;["4","4","x","x","4","2"];["4","3","0","0","2","1"];jguitar/Dbsus2-Fsharp.png;Dbsus2/F#;Dbsus2/F#;Db;sus2;Suspended 2nd;F#
6987;["4","4","6","6","4","3"];["2","2","4","3","2","1"];jguitar/Dbsus2-G.png;Dbsus2/G;Dbsus2/G;Db;sus2;Suspended 2nd;G
6988;["4","4","6","6","4","4"];["1","1","4","3","1","1"];jguitar/Dbsus2-Gsharp.png;Dbsus2/G#;Dbsus2/G#;Db;sus2;Suspended 2nd;G#
6989;["x","4","6","5","4","x"];["0","2","4","3","1","0"];jguitar/Dbsus2b5.png;Dbsus2b5;Dbsus2b5;Db;sus2b5;Suspended 2nd Flat 5th;Db
6990;["3","2","0","1","0","x"];["3","2","0","1","0","0"];jguitar/Dbsus2b5-A.png;Dbsus2b5/A;Dbsus2b5/A;Db;sus2b5;Suspended 2nd Flat 5th;A
6991;["3","2","0","1","1","x"];["4","3","0","2","1","0"];jguitar/Dbsus2b5-Asharp.png;Dbsus2b5/A#;Dbsus2b5/A#;Db;sus2b5;Suspended 2nd Flat 5th;A#
